time,open,high,low,close,tick_volume,spread,real_volume,change
2023-07-24 20:10:00,0.67492,0.67508,0.67485,0.67507,184.0,18.0,0.0,0.004446222933614111
2023-07-24 20:15:00,0.67508,0.67532,0.67507,0.67515,160.0,15.0,0.0,-0.008892445867244676
2023-07-24 20:20:00,0.67515,0.67518,0.67503,0.67506,134.0,18.0,0.0,-0.010374520178443895
2023-07-24 20:25:00,0.67506,0.67513,0.67487,0.67509,142.0,18.0,0.0,-0.03705185778016147
2023-07-24 20:30:00,0.6751,0.67511,0.67457,0.6746,172.0,17.0,0.0,-0.0829961614275347
2023-07-24 20:35:00,0.67459,0.67476,0.67452,0.67471,194.0,17.0,0.0,-0.0829961614275347
2023-07-24 20:40:00,0.67471,0.67489,0.67471,0.67487,180.0,18.0,0.0,-0.062247121070663367
2023-07-24 20:45:00,0.67487,0.67493,0.67472,0.67476,74.0,17.0,0.0,-0.06521126969307825
2023-07-24 20:50:00,0.67476,0.67476,0.67459,0.67476,100.0,19.0,0.0,-0.06521126969307825
2023-07-24 20:55:00,0.67476,0.67476,0.6746,0.67467,87.0,19.0,0.0,-0.056318823825833586
2023-07-24 21:00:00,0.67467,0.67471,0.67446,0.67466,123.0,15.0,0.0,-0.12301216783009461
2023-07-24 21:05:00,0.67466,0.67472,0.67448,0.67448,140.0,17.0,0.0,-0.12745839076372517
2023-07-24 21:10:00,0.67448,0.67459,0.67415,0.67417,217.0,15.0,0.0,-0.1037452017844225
2023-07-24 21:15:00,0.67418,0.67438,0.6741,0.67417,155.0,18.0,0.0,-0.0963348302283935
2023-07-24 21:20:00,0.67416,0.67431,0.6741,0.67431,161.0,18.0,0.0,-0.08744238436116526
2023-07-24 21:25:00,0.67432,0.67439,0.67422,0.67429,165.0,17.0,0.0,-0.1081914247180366
2023-07-24 21:30:00,0.67428,0.67432,0.67414,0.67429,182.0,18.0,0.0,-0.1467253568093973
2023-07-24 21:35:00,0.6743,0.67443,0.67429,0.67435,103.0,18.0,0.0,-0.13190461369733927
2023-07-24 21:40:00,0.67436,0.67438,0.67379,0.6739,230.0,16.0,0.0,-0.14524328249819807
2023-07-24 21:45:00,0.67391,0.67395,0.67364,0.67387,242.0,17.0,0.0,-0.17488476872231407
2023-07-24 21:50:00,0.67386,0.67408,0.67383,0.67403,170.0,16.0,0.0,-0.16302817423267096
2023-07-24 21:55:00,0.67402,0.67414,0.6739,0.67408,239.0,17.0,0.0,-0.1615460999214553
2023-07-24 22:00:00,0.67407,0.67422,0.67399,0.67414,260.0,17.0,0.0,-0.14376120818698238
2023-07-24 22:05:00,0.67413,0.67418,0.67397,0.674,167.0,17.0,0.0,-0.1467253568093973
2023-07-24 22:10:00,0.67399,0.67405,0.67374,0.67374,183.0,18.0,0.0,-0.1467253568093973
2023-07-24 22:15:00,0.67375,0.67384,0.67368,0.67384,101.0,19.0,0.0,-0.1511715797430114
2023-07-24 22:20:00,0.67382,0.67383,0.67371,0.67375,72.0,17.0,0.0,-0.16006402561025607
2023-07-24 22:25:00,0.67375,0.67376,0.67354,0.67355,120.0,19.0,0.0,-0.14524328249819807
2023-07-24 22:30:00,0.67355,0.67372,0.67354,0.67363,132.0,17.0,0.0,-0.15709987698784117
2023-07-24 22:35:00,0.67363,0.67369,0.6736,0.67364,135.0,17.0,0.0,-0.13931498525336827
2023-07-24 22:40:00,0.67363,0.67378,0.67355,0.67376,85.0,19.0,0.0,-0.14376120818698238
2023-07-24 22:45:00,0.67377,0.67388,0.6737,0.67374,201.0,17.0,0.0,-0.1615460999214553
2023-07-24 22:50:00,0.67375,0.67379,0.67367,0.67374,192.0,17.0,0.0,-0.15709987698784117
2023-07-24 22:55:00,0.67375,0.67385,0.67365,0.67371,179.0,18.0,0.0,-0.14524328249819807
2023-07-24 23:00:00,0.67371,0.67372,0.67361,0.67365,112.0,18.0,0.0,-0.1348687623197542
2023-07-24 23:05:00,0.67365,0.67376,0.67363,0.67375,49.0,19.0,0.0,-0.1482074311205965
2023-07-24 23:10:00,0.67377,0.6738,0.67365,0.67367,72.0,18.0,0.0,-0.12745839076372517
2023-07-24 23:15:00,0.67367,0.6738,0.67367,0.67379,51.0,18.0,0.0,-0.12004801920769616
2023-07-24 23:20:00,0.67378,0.67379,0.6737,0.67376,39.0,18.0,0.0,0.07428647837521446
2023-07-24 23:25:00,0.67375,0.67376,0.67361,0.67364,44.0,18.0,0.0,0.06982928967270588
2023-07-24 23:30:00,0.67364,0.67369,0.67361,0.67367,40.0,19.0,0.0,0.06834356010519203
2023-07-24 23:35:00,0.67366,0.67376,0.67366,0.67375,101.0,18.0,0.0,0.06388637140268344
2023-07-24 23:40:00,0.67375,0.67383,0.67375,0.67382,25.0,19.0,0.0,0.10548679929280752
2023-07-24 23:45:00,0.67383,0.67385,0.67373,0.67373,29.0,18.0,0.0,0.11291544713032732
2023-07-24 23:50:00,0.67375,0.6739,0.67375,0.67387,61.0,18.0,0.0,0.09805815145528772
2023-07-24 23:55:00,0.67386,0.67396,0.67385,0.67392,96.0,21.0,0.0,0.10994398799531609
2023-07-25 00:05:00,0.67307,0.67378,0.67307,0.67357,44.0,66.0,0.0,0.1203440949678471
2023-07-25 00:10:00,0.67357,0.67362,0.67327,0.67354,24.0,73.0,0.0,0.10102961059028244
2023-07-25 00:15:00,0.67353,0.67353,0.67353,0.67353,1.0,87.0,0.0,0.11142971756281345
2023-07-25 00:20:00,0.67348,0.67354,0.67321,0.6735,14.0,62.0,0.0,0.12628701323785305
2023-07-25 00:25:00,0.67344,0.67378,0.67344,0.67378,7.0,42.0,0.0,0.10697252886030487
2023-07-25 00:30:00,0.67378,0.67391,0.67237,0.67383,80.0,33.0,0.0,0.0950866923202765
2023-07-25 00:35:00,0.67383,0.67389,0.67348,0.67373,90.0,36.0,0.0,0.09360096275276264
2023-07-25 00:40:00,0.67373,0.67383,0.67343,0.67381,135.0,20.0,0.0,0.09657242188777386
2023-07-25 00:45:00,0.67377,0.67394,0.67374,0.67388,893.0,26.0,0.0,0.10548679929280752
2023-07-25 00:50:00,0.67388,0.67397,0.67369,0.67375,281.0,26.0,0.0,0.1025153401577963
2023-07-25 00:55:00,0.67374,0.67386,0.67359,0.67382,266.0,25.0,0.0,0.09211523318526527
2023-07-25 01:00:00,0.67382,0.67399,0.67381,0.67392,98.0,18.0,0.0,0.10102961059028244
2023-07-25 01:05:00,0.67392,0.67396,0.67379,0.67379,55.0,19.0,0.0,0.10102961059028244
2023-07-25 01:10:00,0.67378,0.6738,0.67369,0.67371,36.0,19.0,0.0,0.09211523318526527
2023-07-25 01:15:00,0.6737,0.67373,0.67365,0.6737,49.0,19.0,0.0,0.07428647837521446
2023-07-25 01:20:00,0.6737,0.67378,0.67369,0.67372,29.0,22.0,0.0,0.06685783053769467
2023-07-25 01:25:00,0.67372,0.67378,0.67372,0.67378,26.0,19.0,0.0,0.07131501924020324
2023-07-25 01:30:00,0.67376,0.67383,0.6737,0.67376,27.0,19.0,0.0,0.06685783053769467
2023-07-25 01:35:00,0.67376,0.67389,0.67369,0.67369,39.0,19.0,0.0,0.07725793751022568
2023-07-25 01:40:00,0.67367,0.67384,0.67361,0.67375,64.0,13.0,0.0,0.06834356010519203
2023-07-25 01:45:00,0.67375,0.67377,0.6737,0.67375,69.0,20.0,0.0,0.05645772356516366
2023-07-25 01:50:00,0.67375,0.67376,0.67363,0.67369,48.0,19.0,0.0,0.03565750962010162
2023-07-25 01:55:00,0.6737,0.67379,0.67355,0.67357,49.0,15.0,0.0,0.04457188702513527
2023-07-25 02:00:00,0.67358,0.67362,0.67348,0.67352,73.0,18.0,0.0,0.047543346160146494
2023-07-25 02:05:00,0.67351,0.67356,0.67346,0.67355,76.0,17.0,0.0,0.05051480529514122
2023-07-25 02:10:00,0.67355,0.67363,0.67344,0.67352,116.0,16.0,0.0,0.014857295675056089
2023-07-25 02:15:00,0.67353,0.6736,0.67347,0.67359,82.0,18.0,0.0,0.0
2023-07-25 02:20:00,0.67362,0.67372,0.67351,0.67353,73.0,17.0,0.0,0.02080021394506203
2023-07-25 02:25:00,0.67353,0.67356,0.67344,0.67345,58.0,18.0,0.0,-0.05051480529512472
2023-07-25 02:30:00,0.67346,0.67352,0.67328,0.67331,67.0,19.0,0.0,-0.06388637140266695
2023-07-25 02:35:00,0.67331,0.67342,0.67331,0.67337,52.0,18.0,0.0,-0.06685783053767817
2023-07-25 02:40:00,0.67338,0.67344,0.67338,0.67339,29.0,19.0,0.0,-0.026743132215067973
2023-07-25 02:45:00,0.6734,0.67348,0.67337,0.67341,69.0,18.0,0.0,-0.05051480529512472
2023-07-25 02:50:00,0.67342,0.67342,0.67311,0.67317,113.0,17.0,0.0,-0.03565750962008513
2023-07-25 02:55:00,0.67317,0.67318,0.67307,0.67307,95.0,19.0,0.0,0.02525740264757061
2023-07-25 03:00:00,0.67308,0.67326,0.67308,0.67321,224.0,17.0,0.0,0.010400106972531015
2023-07-25 03:05:00,0.67321,0.67322,0.67265,0.67273,297.0,17.0,0.0,0.023771673080073247
2023-07-25 03:10:00,0.67271,0.67293,0.67252,0.67264,276.0,17.0,0.0,0.01782875481005081
2023-07-25 03:15:00,0.67266,0.67276,0.67244,0.67262,252.0,18.0,0.0,0.011885836540044872
2023-07-25 03:20:00,0.67263,0.67291,0.67249,0.67289,224.0,17.0,0.0,0.02822886178258183
2023-07-25 03:25:00,0.67287,0.67296,0.67272,0.67273,251.0,18.0,0.0,0.1456014976154177
2023-07-25 03:30:00,0.67273,0.67287,0.67257,0.67283,257.0,18.0,0.0,0.10697252886030487
2023-07-25 03:35:00,0.67286,0.67338,0.67286,0.67324,224.0,14.0,0.0,0.12331555410285831
2023-07-25 03:40:00,0.67323,0.67325,0.67286,0.67314,259.0,17.0,0.0,0.22731662382813547
2023-07-25 03:45:00,0.67314,0.67336,0.67307,0.67323,314.0,18.0,0.0,0.25703121517821464
2023-07-25 03:50:00,0.67323,0.67334,0.67291,0.67319,283.0,15.0,0.0,0.2926887247983163
2023-07-25 03:55:00,0.67318,0.67322,0.67306,0.67315,187.0,19.0,0.0,0.3134889387433783
2023-07-25 04:00:00,0.67314,0.67346,0.67311,0.67326,354.0,17.0,0.0,0.18868765507303914
2023-07-25 04:05:00,0.67325,0.6741,0.67325,0.67405,427.0,16.0,0.0,0.2406881899356777
2023-07-25 04:10:00,0.67407,0.67408,0.67366,0.67379,336.0,15.0,0.0,0.31051747960836706
2023-07-25 04:15:00,0.67379,0.67427,0.67371,0.6739,481.0,18.0,0.0,0.3134889387433783
2023-07-25 04:20:00,0.6739,0.67469,0.67365,0.6746,561.0,13.0,0.0,0.30903175004086975
2023-07-25 04:25:00,0.67461,0.6751,0.67454,0.6748,580.0,15.0,0.0,0.29120299523081894
2023-07-25 04:30:00,0.67479,0.67514,0.67463,0.67504,723.0,14.0,0.0,0.2882315360958077
2023-07-25 04:35:00,0.67504,0.6755,0.67504,0.67518,616.0,16.0,0.0,0.3179461274458869
2023-07-25 04:40:00,0.67518,0.67523,0.67434,0.67434,593.0,16.0,0.0,0.3729181214435367
2023-07-25 04:45:00,0.67435,0.67473,0.67417,0.67469,461.0,17.0,0.0,0.4056041719286271
2023-07-25 04:50:00,0.67468,0.67522,0.67458,0.67516,459.0,17.0,0.0,0.4531475180887736
2023-07-25 04:55:00,0.67516,0.67525,0.67497,0.67518,502.0,17.0,0.0,0.49474794597888117
2023-07-25 05:00:00,0.67518,0.6754,0.67501,0.67515,403.0,16.0,0.0,0.4798906503038416
2023-07-25 05:05:00,0.67512,0.67533,0.67495,0.67503,295.0,18.0,0.0,0.5036623233838984
2023-07-25 05:10:00,0.67503,0.67508,0.67485,0.67501,359.0,18.0,0.0,0.5096052416539207
2023-07-25 05:15:00,0.67501,0.67524,0.675,0.67521,221.0,18.0,0.0,0.5289197260314689
2023-07-25 05:20:00,0.67521,0.67577,0.67519,0.67558,218.0,15.0,0.0,-0.019212863751232354
2023-07-25 05:25:00,0.67558,0.67585,0.67543,0.6758,204.0,18.0,0.0,-0.04581529048370919
2023-07-25 05:30:00,0.6758,0.6763,0.6758,0.67612,367.0,17.0,0.0,-0.04729320307996793
2023-07-25 05:35:00,0.67612,0.67649,0.6761,0.6764,316.0,17.0,0.0,-0.04729320307996793
2023-07-25 05:40:00,0.6764,0.67657,0.67624,0.6763,251.0,13.0,0.0,-0.06355024163869921
2023-07-25 05:45:00,0.6763,0.67647,0.67614,0.67646,299.0,17.0,0.0,-0.11527718250742694
2023-07-25 05:50:00,0.67645,0.6771,0.67645,0.6765,447.0,8.0,0.0,-0.10197596914118033
2023-07-25 05:55:00,0.67651,0.67671,0.67637,0.67663,337.0,17.0,0.0,-0.09310849356367712
2023-07-25 06:00:00,0.67663,0.6767,0.67643,0.6765,299.0,17.0,0.0,-0.06946189202370136
2023-07-25 06:05:00,0.6765,0.67663,0.67628,0.67632,177.0,19.0,0.0,-0.06502815423495795
2023-07-25 06:10:00,0.67631,0.67644,0.67613,0.67631,316.0,18.0,0.0,-0.03399198971372131
2023-07-25 06:15:00,0.6763,0.67638,0.67613,0.67631,254.0,17.0,0.0,-0.03546990230996364
2023-07-25 06:20:00,0.67631,0.67639,0.67607,0.6762,290.0,16.0,0.0,-0.05911650384995581
2023-07-25 06:25:00,0.67619,0.67621,0.67584,0.67585,241.0,17.0,0.0,-0.05911650384995581
2023-07-25 06:30:00,0.67585,0.67605,0.67574,0.67594,230.0,18.0,0.0,-0.029558251924977904
2023-07-25 06:35:00,0.67594,0.67608,0.67585,0.676,236.0,18.0,0.0,-0.016257038558731285
2023-07-25 06:40:00,0.67599,0.67621,0.67592,0.67616,204.0,17.0,0.0,-0.004433737788743404
2023-07-25 06:45:00,0.67617,0.67624,0.67604,0.67619,184.0,17.0,0.0,-0.01182330076998788
2023-07-25 06:50:00,0.67621,0.6764,0.67613,0.6764,227.0,17.0,0.0,-0.013301213366230212
2023-07-25 06:55:00,0.6764,0.67658,0.67633,0.67639,180.0,18.0,0.0,-0.026602426732476828
2023-07-25 07:00:00,0.67639,0.67639,0.67618,0.67623,143.0,18.0,0.0,-0.09015266837119244
2023-07-25 07:05:00,0.67623,0.67637,0.67614,0.67623,230.0,15.0,0.0,-0.09163058096743479
2023-07-25 07:10:00,0.67623,0.67646,0.6762,0.67643,181.0,17.0,0.0,-0.11379926991116822
2023-07-25 07:15:00,0.67643,0.67653,0.67633,0.67652,132.0,17.0,0.0,-0.13744587145116038
2023-07-25 07:20:00,0.67652,0.67671,0.67648,0.6766,139.0,18.0,0.0,-0.12266674548867143
2023-07-25 07:25:00,0.67659,0.67659,0.67651,0.67655,105.0,18.0,0.0,-0.08867475577493371
2023-07-25 07:30:00,0.67656,0.67658,0.67648,0.67654,127.0,19.0,0.0,-0.09163058096743479
2023-07-25 07:35:00,0.67654,0.67662,0.67639,0.67645,156.0,18.0,0.0,-0.08424101798619031
2023-07-25 07:40:00,0.67644,0.67644,0.67598,0.67602,225.0,16.0,0.0,-0.08867475577493371
2023-07-25 07:45:00,0.67602,0.67608,0.67585,0.67601,165.0,18.0,0.0,-0.08867475577493371
2023-07-25 07:50:00,0.676,0.67602,0.67568,0.67586,166.0,17.0,0.0,-0.08719684317869138
2023-07-25 07:55:00,0.67584,0.67593,0.6757,0.6757,182.0,17.0,0.0,-0.03251407711747897
2023-07-25 08:00:00,0.67569,0.67589,0.67557,0.6758,395.0,17.0,0.0,-0.005911650384985736
2023-07-25 08:05:00,0.6758,0.67619,0.67576,0.67603,198.0,18.0,0.0,0.007389562981244476
2023-07-25 08:10:00,0.67603,0.67613,0.67585,0.67601,228.0,18.0,0.0,-0.019212863751232354
2023-07-25 08:15:00,0.67601,0.67622,0.67596,0.67606,219.0,17.0,0.0,0.016257038558747692
2023-07-25 08:20:00,0.67608,0.67614,0.6759,0.67603,194.0,18.0,0.0,0.002955825192501072
2023-07-25 08:25:00,0.67604,0.67604,0.67588,0.67603,174.0,18.0,0.0,0.08867475577495013
2023-07-25 08:30:00,0.67603,0.67616,0.67592,0.67604,370.0,17.0,0.0,0.029558251924994314
2023-07-25 08:35:00,0.67604,0.67654,0.67603,0.67641,386.0,18.0,0.0,0.06059441644621455
2023-07-25 08:40:00,0.67641,0.67667,0.67641,0.67659,213.0,18.0,0.0,0.11823300769992803
2023-07-25 08:45:00,0.67659,0.67677,0.6765,0.67668,236.0,19.0,0.0,0.10640970692994015
2023-07-25 08:50:00,0.67666,0.67666,0.67607,0.6765,425.0,8.0,0.0,0.08571893058244905
2023-07-25 08:55:00,0.6765,0.67679,0.67639,0.67674,338.0,17.0,0.0,0.051726940868727735
2023-07-25 09:00:00,0.67673,0.67689,0.67655,0.67665,363.0,17.0,0.0,0.05911650384997221
2023-07-25 09:05:00,0.67665,0.67726,0.67664,0.67723,345.0,16.0,0.0,0.04138155269498219
2023-07-25 09:10:00,0.67724,0.6773,0.67674,0.67683,387.0,16.0,0.0,0.02808033932873557
2023-07-25 09:15:00,0.67685,0.67712,0.67669,0.67704,355.0,16.0,0.0,0.054682766061228814
2023-07-25 09:20:00,0.67704,0.67745,0.67694,0.67743,262.0,15.0,0.0,0.013301213366246619
2023-07-25 09:25:00,0.67741,0.6775,0.67731,0.67735,213.0,17.0,0.0,0.013301213366246619
2023-07-25 09:30:00,0.67736,0.67736,0.67691,0.67721,323.0,17.0,0.0,0.04285946529122452
2023-07-25 09:35:00,0.67722,0.67727,0.67692,0.67698,340.0,16.0,0.0,-0.0546827660612124
2023-07-25 09:40:00,0.67698,0.67731,0.67698,0.67703,274.0,17.0,0.0,0.005911650385002144
2023-07-25 09:45:00,0.67703,0.67704,0.67681,0.67691,210.0,15.0,0.0,0.03990364009872345
2023-07-25 09:50:00,0.67689,0.67705,0.67682,0.67682,140.0,17.0,0.0,0.07685145500496224
2023-07-25 09:55:00,0.67681,0.67744,0.67678,0.677,375.0,17.0,0.0,0.03251407711747897
2023-07-25 10:00:00,0.67699,0.67705,0.67642,0.67672,586.0,17.0,0.0,0.031036164521236642
2023-07-25 10:05:00,0.67673,0.67688,0.67663,0.67672,452.0,18.0,0.0,0.06946189202371776
2023-07-25 10:10:00,0.67672,0.677,0.67655,0.67692,370.0,15.0,0.0,0.022168688943749838
2023-07-25 10:15:00,0.67692,0.67695,0.67625,0.67626,421.0,15.0,0.0,-0.019212863751232354
2023-07-25 10:20:00,0.67626,0.67671,0.67599,0.67667,368.0,17.0,0.0,-0.007389562981244476
2023-07-25 10:25:00,0.67667,0.67704,0.6766,0.6769,251.0,15.0,0.0,-0.004433737788743404
2023-07-25 10:30:00,0.6769,0.67729,0.67677,0.67715,337.0,17.0,0.0,0.0
2023-07-25 10:35:00,0.67716,0.67717,0.67661,0.67685,408.0,16.0,0.0,-0.05763859125371347
2023-07-25 10:40:00,0.67685,0.67711,0.67673,0.67684,414.0,17.0,0.0,-0.002955825192484664
2023-07-25 10:45:00,0.67684,0.67716,0.6768,0.6771,289.0,17.0,0.0,0.07685145500496224
2023-07-25 10:50:00,0.6771,0.6773,0.67672,0.67678,237.0,17.0,0.0,0.06946189202371776
2023-07-25 10:55:00,0.67678,0.67688,0.67643,0.6765,281.0,16.0,0.0,0.11527718250742694
2023-07-25 11:00:00,0.6765,0.67679,0.67625,0.67658,762.0,17.0,0.0,0.09458640615995226
2023-07-25 11:05:00,0.67658,0.67674,0.67638,0.6766,427.0,17.0,0.0,0.12857839587367356
2023-07-25 11:10:00,0.6766,0.67668,0.67628,0.67663,396.0,18.0,0.0,0.14040169664366145
2023-07-25 11:15:00,0.67664,0.67669,0.67614,0.67624,352.0,16.0,0.0,0.15665873520240914
2023-07-25 11:20:00,0.67625,0.67669,0.67608,0.67661,308.0,15.0,0.0,-0.041316826277510064
2023-07-25 11:25:00,0.67661,0.67719,0.67656,0.67715,285.0,17.0,0.0,-0.0398412253390182
2023-07-25 11:30:00,0.67717,0.6773,0.67703,0.6771,268.0,18.0,0.0,-0.048694830969920236
2023-07-25 11:35:00,0.67709,0.67753,0.67707,0.67741,255.0,18.0,0.0,0.0014756009384754812
2023-07-25 11:40:00,0.67739,0.67743,0.67724,0.67727,245.0,18.0,0.0,-0.03541442252357537
2023-07-25 11:45:00,0.67727,0.6777,0.67726,0.6775,217.0,13.0,0.0,-0.06345084035474058
2023-07-25 11:50:00,0.6775,0.6778,0.67749,0.67758,266.0,17.0,0.0,-0.09296285912438126
2023-07-25 11:55:00,0.67758,0.67774,0.67743,0.67769,168.0,16.0,0.0,-0.12247487789402195
2023-07-25 12:00:00,0.67769,0.6777,0.67737,0.67741,169.0,17.0,0.0,-0.2110109342029604
2023-07-25 12:05:00,0.67742,0.67765,0.67738,0.67742,209.0,15.0,0.0,-0.2154377370184032
2023-07-25 12:10:00,0.67743,0.6775,0.67733,0.67736,232.0,18.0,0.0,-0.18002331449482784
2023-07-25 12:15:00,0.67736,0.6777,0.67731,0.6777,245.0,17.0,0.0,-0.18592571824876253
2023-07-25 12:20:00,0.6777,0.6777,0.6774,0.67745,211.0,18.0,0.0,-0.18740131918723804
2023-07-25 12:25:00,0.67746,0.67748,0.67723,0.67726,178.0,17.0,0.0,-0.15493809854062998
2023-07-25 12:30:00,0.67725,0.67729,0.67697,0.67706,201.0,16.0,0.0,-0.1475600938482198
2023-07-25 12:35:00,0.67705,0.67716,0.67686,0.67686,166.0,17.0,0.0,-0.14460889197125248
2023-07-25 12:40:00,0.67687,0.67688,0.67611,0.67626,348.0,16.0,0.0,-0.131328483524924
2023-07-25 12:45:00,0.67627,0.67646,0.67601,0.67623,279.0,14.0,0.0,-0.15641369947912184
2023-07-25 12:50:00,0.67626,0.67653,0.67625,0.67647,218.0,18.0,0.0,-0.16969410792545034
2023-07-25 12:55:00,0.67647,0.67655,0.67636,0.67643,188.0,18.0,0.0,-0.1593649013560728
2023-07-25 13:00:00,0.6764,0.67657,0.67626,0.67642,210.0,18.0,0.0,-0.19773052575661554
2023-07-25 13:05:00,0.67642,0.67673,0.67642,0.67664,165.0,18.0,0.0,-0.21396213607992776
2023-07-25 13:10:00,0.67664,0.6767,0.67661,0.67669,94.0,18.0,0.0,-0.19035252106420536
2023-07-25 13:15:00,0.67669,0.67673,0.67648,0.67671,186.0,18.0,0.0,-0.22576694358778074
2023-07-25 13:20:00,0.6767,0.67683,0.67667,0.6768,162.0,18.0,0.0,-0.175596511679385
2023-07-25 13:25:00,0.67681,0.67683,0.67659,0.67663,167.0,17.0,0.0,-0.20363292951055023
2023-07-25 13:30:00,0.67662,0.67668,0.67652,0.67654,151.0,16.0,0.0,-0.21691333795687873
2023-07-25 13:35:00,0.67654,0.67666,0.67645,0.67661,130.0,17.0,0.0,-0.20805973232599306
2023-07-25 13:40:00,0.67662,0.67664,0.67629,0.67635,155.0,16.0,0.0,-0.2508521595419786
2023-07-25 13:45:00,0.67634,0.67644,0.67617,0.67624,152.0,16.0,0.0,-0.28183977925009474
2023-07-25 13:50:00,0.67624,0.67648,0.67624,0.6764,139.0,16.0,0.0,-0.2847909811270621
2023-07-25 13:55:00,0.67641,0.67645,0.67613,0.67616,117.0,17.0,0.0,-0.30249819238884984
2023-07-25 14:00:00,0.67615,0.67657,0.67607,0.6765,183.0,16.0,0.0,-0.24199855391107655
2023-07-25 14:05:00,0.6765,0.67654,0.67628,0.67631,166.0,18.0,0.0,-0.2110109342029604
2023-07-25 14:10:00,0.67631,0.67637,0.67617,0.67622,186.0,18.0,0.0,-0.1475600938482198
2023-07-25 14:15:00,0.67623,0.67638,0.67618,0.67628,156.0,18.0,0.0,-0.19035252106420536
2023-07-25 14:20:00,0.67629,0.67633,0.67593,0.67599,379.0,17.0,0.0,-0.1652673051100075
2023-07-25 14:25:00,0.67599,0.67605,0.67571,0.67578,271.0,17.0,0.0,-0.13575528634036682
2023-07-25 14:30:00,0.67577,0.67589,0.67574,0.67576,159.0,16.0,0.0,-0.11067007038616895
2023-07-25 14:35:00,0.67576,0.67589,0.67563,0.67564,185.0,14.0,0.0,-0.11804807507857912
2023-07-25 14:40:00,0.67564,0.67605,0.67556,0.67605,175.0,15.0,0.0,-0.15641369947912184
2023-07-25 14:45:00,0.67605,0.67626,0.67598,0.67626,82.0,16.0,0.0,-0.19773052575661554
2023-07-25 14:50:00,0.67625,0.67673,0.67625,0.67669,175.0,17.0,0.0,-0.20953533326446852
2023-07-25 14:55:00,0.67668,0.67672,0.67626,0.6764,293.0,16.0,0.0,-0.12395047883251382
2023-07-25 15:00:00,0.67639,0.67677,0.6763,0.67657,313.0,15.0,0.0,-0.1652673051100075
2023-07-25 15:05:00,0.67657,0.67693,0.67655,0.67677,243.0,18.0,0.0,-0.16379170417153202
2023-07-25 15:10:00,0.67677,0.67704,0.67674,0.67694,195.0,17.0,0.0,-0.09443846006285675
2023-07-25 15:15:00,0.67694,0.6772,0.67688,0.67689,275.0,16.0,0.0,-0.0737800469241181
