time,open,high,low,close,tick_volume
2021-06-23 03:00:00,1779.1,1782.66,1778.71,1782.61,6505
2021-06-23 04:00:00,1782.61,1783.81,1781.14,1781.53,6039
2021-06-23 05:00:00,1781.63,1782.46,1780.96,1781.86,3570
2021-06-23 06:00:00,1781.86,1782.44,1777.54,1781.37,6911
2021-06-23 07:00:00,1781.36,1782.91,1779.47,1782.61,9714
2021-06-23 08:00:00,1782.63,1783.31,1779.08,1781.76,10050
2021-06-23 09:00:00,1781.78,1784.47,1781.5,1782.69,10010
2021-06-23 10:00:00,1782.69,1785.43,1781.61,1782.42,7748
2021-06-23 11:00:00,1782.42,1784.06,1781.66,1782.89,6330
2021-06-23 12:00:00,1782.92,1784.31,1780.94,1783.03,9019
2021-06-23 13:00:00,1783.02,1786.93,1779.89,1782.4,14637
2021-06-23 14:00:00,1782.38,1794.63,1781.29,1794.26,20215
2021-06-23 15:00:00,1794.38,1794.85,1789.42,1789.83,17354
2021-06-23 16:00:00,1789.81,1790.61,1785.64,1786.65,12681
2021-06-23 17:00:00,1786.66,1787.54,1782.31,1783.23,11249
2021-06-23 18:00:00,1783.22,1783.81,1780.96,1782.7,9735
2021-06-23 19:00:00,1782.7,1782.78,1777.23,1778.75,8602
2021-06-23 20:00:00,1778.77,1778.8,1773.28,1775.23,8799
2021-06-23 21:00:00,1775.16,1778.92,1774.99,1778.88,3327
2021-06-23 23:00:00,1778.33,1780.08,1778.12,1779.54,2918
2021-06-24 00:00:00,1779.55,1779.57,1774.18,1777.27,3576
2021-06-24 01:00:00,1777.22,1779.25,1776.59,1778.66,5038
2021-06-24 02:00:00,1778.68,1779.93,1774.21,1777.41,10548
2021-06-24 03:00:00,1777.44,1778.09,1774.76,1775.91,8295
2021-06-24 04:00:00,1775.92,1776.67,1774.6,1775.91,5166
2021-06-24 05:00:00,1775.91,1775.91,1772.84,1774.98,3539
2021-06-24 06:00:00,1774.97,1777.28,1773.87,1776.54,6066
2021-06-24 07:00:00,1776.54,1778.03,1775.06,1776.89,9489
2021-06-24 08:00:00,1776.89,1778.19,1775.1,1777.13,9498
2021-06-24 09:00:00,1777.13,1782.28,1776.76,1779.69,9191
2021-06-24 10:00:00,1779.66,1782.25,1779.42,1781.45,7128
2021-06-24 11:00:00,1781.46,1783.4,1780.18,1782.12,6768
2021-06-24 12:00:00,1782.13,1787.65,1781.85,1787.5,10370
2021-06-24 13:00:00,1787.46,1787.92,1782.42,1783.27,15081
2021-06-24 14:00:00,1783.27,1786.73,1781.49,1783.61,16668
2021-06-24 15:00:00,1783.61,1785.34,1775.82,1778.48,15203
2021-06-24 16:00:00,1778.43,1782.15,1778.22,1778.34,12713
2021-06-24 17:00:00,1778.32,1779.71,1776.33,1776.67,9143
2021-06-24 18:00:00,1776.67,1777.79,1774.48,1775.44,8705
2021-06-24 19:00:00,1775.42,1777.76,1775.41,1776.53,6843
2021-06-24 20:00:00,1776.53,1776.7,1773.75,1773.95,7521
2021-06-24 21:00:00,1773.95,1775.38,1773.61,1774.84,3568
2021-06-24 23:00:00,1775.44,1777.13,1775.44,1776.09,1944
2021-06-25 00:00:00,1775.99,1776.14,1774.51,1775.16,2489
2021-06-25 01:00:00,1775.16,1775.62,1773.63,1773.94,4093
2021-06-25 02:00:00,1773.95,1778.9,1773.64,1777.59,8924
2021-06-25 03:00:00,1777.6,1779.61,1777.0,1777.41,6763
2021-06-25 04:00:00,1777.41,1778.7,1776.9,1777.74,4392
2021-06-25 05:00:00,1777.72,1777.95,1775.82,1776.19,3706
2021-06-25 06:00:00,1776.19,1780.7,1775.68,1780.59,6140
2021-06-25 07:00:00,1780.56,1781.2,1776.93,1779.78,9810
2021-06-25 08:00:00,1779.79,1783.37,1779.39,1782.5,8563
2021-06-25 09:00:00,1782.51,1783.62,1781.67,1782.64,7228
2021-06-25 10:00:00,1782.63,1784.78,1782.03,1782.5,6702
2021-06-25 11:00:00,1782.53,1783.39,1781.25,1783.08,5663
2021-06-25 12:00:00,1783.06,1785.39,1782.14,1785.01,6250
2021-06-25 13:00:00,1785.02,1790.3,1783.3,1785.36,16121
2021-06-25 14:00:00,1785.36,1789.57,1785.15,1788.06,18234
2021-06-25 15:00:00,1788.08,1788.11,1781.28,1781.92,17094
2021-06-25 16:00:00,1781.94,1782.17,1778.27,1779.03,13292
2021-06-25 17:00:00,1779.04,1779.2,1776.25,1777.01,9292
2021-06-25 18:00:00,1777.01,1778.28,1776.59,1777.06,9704
2021-06-25 19:00:00,1777.05,1778.62,1776.81,1778.12,8007
2021-06-25 20:00:00,1778.1,1779.61,1777.64,1779.38,6762
2021-06-25 21:00:00,1779.34,1781.36,1779.08,1781.13,1915
2021-06-27 23:00:00,1780.64,1782.8,1780.56,1782.79,3048
2021-06-28 00:00:00,1782.8,1782.8,1781.41,1781.94,2880
2021-06-28 01:00:00,1781.89,1781.94,1779.93,1780.56,5439
2021-06-28 02:00:00,1780.44,1781.66,1770.64,1773.39,14547
2021-06-28 03:00:00,1773.37,1779.81,1771.74,1779.23,11239
2021-06-28 04:00:00,1779.27,1780.19,1778.49,1779.2,6190
2021-06-28 05:00:00,1779.2,1781.61,1778.92,1780.77,3993
2021-06-28 06:00:00,1780.77,1785.71,1780.39,1785.64,8738
