time,open,high,low,close,tick_volume,HA_close,HA_open,HA_high,HA_low,CN_change,HA_change
2017-10-19 22:00:00,1289.38,1290.97,1277.8,1280.21,137601,1284.5900000000001,1284.9049999999997,1290.97,1277.8,-0.7458347224052698,0.01323554600522416
2017-10-21 22:00:00,1277.73,1278.28,1274.29,1275.01,6320,1276.3274999999999,1284.7475,1284.7475,1274.29,-0.40618336054241455,-0.6432013327209671
2017-10-22 22:00:00,1278.37,1283.16,1272.46,1281.96,128535,1278.9875,1280.5375,1283.16,1272.46,0.5450937639704823,0.20841045891435245
2017-10-23 22:00:00,1282.03,1283.53,1273.63,1276.51,133039,1278.925,1279.7624999999998,1283.53,1273.63,-0.4251302692751759,-0.004886677938603779
2017-10-24 22:00:00,1276.61,1279.93,1270.91,1277.2,145268,1276.1625000000001,1279.34375,1279.93,1270.91,0.05405363060219306,-0.21600172019468053
2017-10-25 22:00:00,1277.39,1282.44,1265.55,1266.87,144196,1273.0625,1277.7531250000002,1282.44,1265.55,-0.8088005010961599,-0.242915772873763
2017-10-26 22:00:00,1267.39,1273.96,1263.54,1273.82,133410,1269.6775,1275.4078125,1275.4078125,1263.54,0.5485961464080803,-0.2658942510677984
2017-10-28 22:00:00,1272.07,1273.97,1272.02,1272.42,4412,1272.62,1272.5426562500002,1273.97,1272.02,-0.10990563815922685,0.2317517637352699
2017-10-29 22:00:00,1272.9,1278.71,1268.87,1276.14,120990,1274.155,1272.581328125,1278.71,1268.87,0.29235629744895764,0.12061730917320819
2017-10-30 22:00:00,1276.05,1278.02,1267.62,1270.92,122434,1273.1525000000001,1273.3681640625,1278.02,1267.62,-0.4090460294325095,-0.07867959549660969
2017-10-31 22:00:00,1270.75,1280.75,1267.85,1274.37,150043,1273.4299999999998,1273.26033203125,1280.75,1267.85,0.2714568973656735,0.021796289132660126
2017-11-01 22:00:00,1274.65,1284.03,1273.24,1275.83,150904,1276.9375,1273.345166015625,1284.03,1273.24,0.11456641320809785,0.27543720502895047
2017-11-02 22:00:00,1276.5,1280.21,1265.36,1269.77,112484,1272.96,1275.1413330078126,1280.21,1265.36,-0.4749849117829136,-0.31148744554842844
2017-11-04 22:00:00,1270.71,1270.81,1268.91,1270.53,3193,1270.2399999999998,1274.0506665039063,1274.0506665039063,1268.91,0.0598533592697883,-0.21367521367523368
2017-11-05 22:00:00,1269.94,1282.81,1265.96,1281.71,133937,1275.105,1272.1453332519532,1282.81,1265.96,0.87994773834542,0.3829984884746377
2017-11-06 22:00:00,1281.77,1281.77,1271.8,1275.1,118598,1277.6100000000001,1273.6251666259766,1281.77,1271.8,-0.515717283940995,0.196454409636862
2017-11-07 22:00:00,1275.96,1287.0,1275.81,1281.2,103179,1279.9924999999998,1275.6175833129882,1287.0,1275.6175833129882,0.47839385146264113,0.18648100750618019
2017-11-08 22:00:00,1281.6,1288.4,1279.8,1284.8,36898,1283.65,1277.805041656494,1288.4,1277.805041656494,0.2809865750858499,0.28574386178046
2017-11-09 22:00:00,1285.2,1286.9,1273.3,1275.6,29423,1280.25,1280.7275208282472,1286.9,1273.3,-0.7160647571606511,-0.264869707474786
2017-11-11 22:00:00,1274.05,1275.67,1273.87,1275.25,2636,1274.71,1280.4887604141236,1280.4887604141236,1273.87,-0.02743806835998033,-0.43272798281585345
2017-11-12 22:00:00,1275.0,1279.6,1274.2,1278.1,24194,1276.725,1277.5993802070618,1279.6,1274.2,0.22348559106056926,0.15807517003866547
2017-11-13 22:00:00,1277.9,1283.5,1269.9,1280.1,28650,1277.85,1277.162190103531,1283.5,1269.9,0.15648227838197323,0.08811607824707748
2017-11-14 22:00:00,1279.8,1289.4,1276.6,1278.0,29956,1280.95,1277.5060950517654,1289.4,1276.6,-0.16404968361846023,0.24259498376179808
2017-11-15 22:00:00,1277.9,1281.6,1275.0,1278.4,22406,1278.225,1279.2280475258826,1281.6,1275.0,0.03129890453834827,-0.21273273742145565
2017-11-16 22:00:00,1278.5,1296.8,1278.2,1294.0,24868,1286.875,1278.7265237629413,1296.8,1278.2,1.220275344180218,0.6767196698546885
2017-11-18 22:00:00,1293.27,1294.82,1291.8,1293.58,2389,1293.3674999999998,1282.8007618814706,1294.82,1282.8007618814706,-0.03245749613601799,0.504516755706641
2017-11-19 22:00:00,1292.7,1294.7,1274.5,1276.5,32453,1284.6,1288.0841309407351,1294.7,1274.5,-1.3203667341795582,-0.6778815765820564
2017-11-20 22:00:00,1277.2,1284.6,1276.1,1280.3,22294,1279.55,1286.3420654703675,1286.3420654703675,1276.1,0.2976889933411637,-0.3931184804608403
2017-11-21 22:00:00,1280.7,1294.6,1278.9,1291.9,32943,1286.525,1282.9460327351837,1294.6,1278.9,0.9060376474263951,0.5451135164706449
2017-11-22 22:00:00,1291.8,1293.4,1286.9,1291.0,13126,1290.775,1284.735516367592,1293.4,1284.735516367592,-0.06966483473953797,0.33034725325975006
2017-11-23 22:00:00,1291.4,1293.1,1285.6,1288.4,21985,1289.625,1287.755258183796,1293.1,1285.6,-0.20139426800928809,-0.08909376149988114
2017-11-25 22:00:00,1289.17,1289.27,1287.26,1287.37,986,1288.2675,1288.6901290918981,1289.27,1287.26,-0.07994411673394908,-0.10526315789474247
2017-11-26 22:00:00,1288.8,1299.1,1286.6,1294.3,22446,1292.1999999999998,1288.478814545949,1299.1,1286.6,0.5383067804904623,0.30525492570447454
2017-11-27 22:00:00,1293.6,1297.3,1290.6,1293.7,26831,1293.8,1290.3394072729743,1297.3,1290.3394072729743,-0.04635710422621564,0.12381984212971185
2017-11-28 22:00:00,1293.6,1296.6,1281.9,1283.5,36865,1288.9,1292.0697036364872,1296.6,1281.9,-0.7884362680683347,-0.3787293244705413
2017-11-29 22:00:00,1283.7,1285.2,1270.2,1274.7,30796,1278.45,1290.4848518182437,1290.4848518182437,1270.2,-0.6856252434748699,-0.8107688726821355
2017-11-30 22:00:00,1274.4,1289.1,1271.6,1280.2,41211,1278.825,1284.4674259091219,1289.1,1271.6,0.4314740723307444,0.029332394696703037
2017-12-02 22:00:00,1274.57,1275.52,1272.49,1273.88,3921,1274.1149999999998,1281.646212954561,1281.646212954561,1272.49,-0.4936728636150552,-0.3683068441733829
2017-12-03 22:00:00,1273.1,1277.0,1270.9,1275.8,25115,1274.1999999999998,1277.8806064772803,1277.8806064772803,1270.9,0.15072063302664654,0.006671297331876352
2017-12-04 22:00:00,1276.3,1276.9,1260.9,1265.7,27946,1269.95,1276.04030323864,1276.9,1260.9,-0.7916601348173624,-0.3335426149740836
2017-12-05 22:00:00,1266.5,1269.2,1262.5,1263.1,35668,1265.325,1272.99515161932,1272.99515161932,1262.5,-0.20541992573280687,-0.36418756643962363
2017-12-06 22:00:00,1263.5,1264.4,1243.7,1246.8,33122,1254.6,1269.1600758096602,1269.1600758096602,1243.7,-1.2904758134747807,-0.8476083219726266
2017-12-07 22:00:00,1247.3,1252.2,1243.7,1248.4,25687,1247.8999999999999,1261.88003790483,1261.88003790483,1243.7,0.12832852101380626,-0.5340347521122306
2017-12-09 22:00:00,1248.06,1249.17,1247.81,1248.55,2387,1248.3975,1254.890018952415,1254.890018952415,1247.81,0.012015379685987149,0.039866976520568385
2017-12-10 22:00:00,1247.6,1251.4,1240.6,1241.9,18776,1245.375,1251.6437594762074,1251.6437594762074,1240.6,-0.5326178366905502,-0.24211038551423214
2017-12-11 22:00:00,1241.7,1246.1,1236.4,1244.2,18185,1242.1,1248.5093797381037,1248.5093797381037,1236.4,0.18520009662613368,-0.26297300010037866
2017-12-12 22:00:00,1243.9,1257.0,1240.2,1255.4,29812,1249.125,1245.3046898690518,1257.0,1240.2,0.9001768204468771,0.5655744304001362
2017-12-13 22:00:00,1255.1,1259.0,1250.4,1252.7,27617,1254.3000000000002,1247.214844934526,1259.0,1247.214844934526,-0.21507089373905092,0.41429000300211605
2017-12-14 22:00:00,1250.9,1261.7,1250.9,1255.0,27401,1254.625,1250.757422467263,1261.7,1250.757422467263,0.18360341662009694,0.025910866618816714
2017-12-16 22:00:00,1254.4,1254.5,1253.64,1253.89,2779,1254.1075,1252.6912112336315,1254.5,1252.6912112336315,-0.08844621513943426,-0.041247384676690424
2017-12-17 22:00:00,1254.9,1263.8,1252.7,1261.9,26435,1258.325,1253.3993556168157,1263.8,1252.7,0.6388120170030857,0.3362949348441001
2017-12-18 22:00:00,1262.3,1265.1,1259.1,1261.4,24226,1261.975,1255.862177808408,1265.1,1255.862177808408,-0.039622791029400105,0.2900681461466524
2017-12-19 22:00:00,1261.5,1267.7,1261.2,1265.3,25783,1263.925,1258.918588904204,1267.7,1258.918588904204,0.30918027588392766,0.1545197012619145
2017-12-20 22:00:00,1264.8,1268.9,1262.7,1266.5,23965,1265.725,1261.421794452102,1268.9,1261.421794452102,0.09483916857662573,0.14241351346005138
2017-12-21 22:00:00,1266.8,1276.0,1264.9,1274.9,26745,1270.65,1263.573397226051,1276.0,1263.573397226051,0.6632451638373542,0.38910505836577314
2017-12-24 22:00:00,1274.97,1275.11,1273.48,1273.63,2112,1274.2975000000001,1267.1116986130255,1275.11,1267.1116986130255,-0.0996156561298911,0.287057805060405
2017-12-25 22:00:00,1274.7,1283.6,1273.3,1282.8,15756,1278.6,1270.7045993065128,1283.6,1270.7045993065128,0.7199893218595546,0.3376370117652888
2017-12-26 22:00:00,1282.9,1288.8,1281.2,1286.9,19269,1284.95,1274.6522996532563,1288.8,1274.6522996532563,0.31961334580605993,0.49663694666042046
2017-12-27 22:00:00,1287.1,1295.1,1286.9,1294.8,20164,1290.975,1279.8011498266283,1295.1,1279.8011498266283,0.6138783122231612,0.4688898400715875
2017-12-28 22:00:00,1294.7,1307.4,1293.7,1302.7,20148,1299.625,1285.388074913314,1307.4,1285.388074913314,0.6101328390485088,0.6700362129398394
2017-12-31 22:00:00,1302.42,1307.67,1302.37,1306.76,3091,1304.805,1292.506537456657,1307.67,1292.506537456657,0.31166039763567555,0.39857651245552095
2018-01-01 22:00:00,1303.0,1318.8,1302.3,1317.4,22874,1310.375,1298.6557687283284,1318.8,1298.6557687283284,0.8142275551746381,0.42688371059276564
2018-01-02 22:00:00,1317.7,1321.4,1307.4,1313.1,22056,1314.9,1304.5153843641642,1321.4,1304.5153843641642,-0.326400485805388,0.3453209958981277
2018-01-03 22:00:00,1313.6,1325.9,1305.8,1322.4,27172,1316.9250000000002,1309.7076921820822,1325.9,1305.8,0.7082476582134021,0.1540041067761876
2018-01-04 22:00:00,1322.8,1323.3,1313.5,1319.2,26689,1319.7,1313.3163460910412,1323.3,1313.3163460910412,-0.24198427102238695,0.21071815023633564
2018-01-06 22:00:00,1320.74,1321.44,1319.21,1319.52,1119,1320.2275,1316.5081730455206,1321.44,1316.5081730455206,0.024257125530619796,0.03997120557701888
2018-01-07 22:00:00,1320.5,1322.0,1314.7,1320.2,19135,1319.35,1318.3678365227602,1322.0,1314.7,0.051533891111924315,-0.06646581744434611
2018-01-08 22:00:00,1320.3,1320.3,1308.7,1312.8,23936,1315.525,1318.85891826138,1320.3,1308.7,-0.560521133161649,-0.28991548868759753
2018-01-09 22:00:00,1312.2,1327.6,1308.1,1316.5,29325,1316.1,1317.19195913069,1327.6,1308.1,0.2818403412553356,0.04370878546586481
2018-01-10 22:00:00,1316.8,1323.8,1315.6,1322.3,24910,1319.625,1316.645979565345,1323.8,1315.6,0.4405620964679039,0.2678367905174448
2018-01-11 22:00:00,1322.5,1339.3,1321.4,1337.5,32855,1330.175,1318.1354897826725,1339.3,1318.1354897826725,1.1495122135672726,0.7994695462726119
2018-01-13 22:00:00,1336.47,1338.09,1335.93,1336.98,2012,1336.8675,1324.1552448913362,1338.09,1324.1552448913362,-0.03887850467289584,0.5031292874997733
